,Company Name,Founded,Location,Sector,What it does,Founders,Investor,Amount,Stage
677,<td>CellStrat</td>,<td>2018</td>,<td>Bangalore</td>,<td>Computer Software</td>,<td>CellStrat is an AI Product and R&amp;D firm serving global AI customers via an innovative AI SAAS platform!</td>,"<td>Vivek, Vishal Singhal</td>",<td></td>,"<td>$1,40,000</td>",<td></td>
678,<td>StanPlus</td>,<td>2016</td>,<td>Hyderabad</td>,<td>Hospital &amp; Health Care</td>,"<td>Provide hospitals and enterprises with tech solutions that augment their existing medical response systems to respond faster, and offer the patients better experience throughout the emergency value chain.</td>","<td>Prabhdeep Singh, Antoine Poirson, Jose Leon</td>","<td>HealthQuad, Kalaari Capital, HealthX Capital</td>","<td>$20,000,000</td>",<td>Series A</td>
679,<td>Swiggy</td>,<td>2014</td>,<td>Bangalore</td>,<td>FoodTech</td>,<td>Swiggy is India’s leading on-demand delivery platform with a tech-first approach to logistics and a solution-first approach to consumer demands.</td>,"<td>Sriharsha Majety, Rahul Bothra, Dale Vaz</td>",<td>Invesco</td>,"<td>$700,000,000</td>",<td></td>
680,<td>Ola Electric</td>,<td>2017</td>,<td>Bangalore</td>,<td>Automotive</td>,<td>Charging ahead to accelerate the world’s transition to sustainable mobility.</td>,<td>Bhavish Aggarwal</td>,"<td>Tekne Private Ventures, Alpine Opportunity Fund, Edelweiss</td>","<td>$200,000,000</td>",<td></td>
681,<td>Hospals</td>,<td>2018</td>,<td>New Delhi</td>,<td>Hospital &amp; Health Care</td>,"<td>Hospals is ‘The most trust able’ medical travel company in India, connecting patients and doctors around the world, with the best hospitals and surgeons in India.</td>","<td>Danish Ahmed, Obaidullah, Suneel Kapur</td>","<td>Inflection Point Ventures, 9Unicorns, Singapore-based Wavemaker</td>","<td>$3,500,000</td>",<td>Pre-series A</td>
682,<td>HYPD</td>,<td>2020</td>,<td>New Delhi</td>,<td>E-commerce</td>,"<td>Hypd is a creator-driven marketplace, aimed at bridging the gap between getting excited and buying.</td>","<td>Ashwarya Garg, Akshay Bhatnagar</td>","<td>Better Capital, Sauce VC, Bhuvan Bam</td>","<td>$1,500,000</td>",<td>Seed</td>
683,<td>Oben Electric</td>,<td>2020</td>,<td>Bangalore</td>,<td>Automotive</td>,<td>Oben EV is an electric vehicle company developing new electric 2-wheelers in-house with indigenously developed components to deliver high quality products for the Indian market</td>,"<td>Madhumita Agarwal, Dinkar Agarwal</td>","<td>Krishna Bhupal, Shajikumar Devakar</td>","<td>$1,000,000</td>",<td>Seed</td>
684,<td>SustainKart</td>,<td>2021</td>,<td>Hyderabad</td>,<td>E-commerce</td>,<td>India’s largest ecommerce marketplace exclusively for sustainable products.</td>,"<td>Shilpa Reddy, Kanthi Dutt</td>",<td>India Accelerator</td>,"<td>$500,000</td>",<td>Pre-seed</td>
685,<td>Super Scholar</td>,<td>2019</td>,<td>Mumbai</td>,<td>Education Management</td>,<td>A mission to give every Indian access to the education they deserve.</td>,"<td>Rohan Lodha, Priyes Bamne</td>","<td>MAGIC Fund, 2am VC, Astir VC</td>","<td>$400,000</td>",<td></td>
686,<td>NowPurchase</td>,<td>2017</td>,<td>Kolkata</td>,<td>Metal manufacturing</td>,<td>NowPurchase is currently focused on the 19B$ foundry and castings industry.</td>,"<td>Naman Shah, Aakash Shah</td>","<td>Orios, InfoEdge Ventures</td>","<td>$2,400,000</td>",<td>Seed</td>
687,<td>Darwinbox</td>,<td>2015</td>,<td>Bangalore</td>,<td>Information Technology &amp; Services</td>,"<td>A new-age, end to end HR Technology platform built for Enterprise.</td>","<td>Chaitanya Peddi, Jayant Paleti, Rohit Chennamaneni</td>",<td>Technology Crossover Ventures</td>,"<td>$72,000,000</td>",<td>Series D</td>
688,<td>Flint</td>,<td>2021</td>,<td>Bangalore</td>,<td>Financial Services</td>,<td>Crypto investment startup</td>,"<td>Akshit Bordia, Anshu Agrawal</td>","<td>Sequoia Capital India, GFC</td>","<td>$5,000,000</td>",<td>Seed</td>
689,<td>Vajro</td>,<td>2016</td>,<td>Chennai</td>,<td>Computer Software</td>,<td>Vajro is an Instant mobile app platform which builds exquisitely crafted native apps for your e-commerce store!</td>,"<td>Niwin Santhosh, Raghuraman Ramamurthy</td>",<td>Five Elms Capital</td>,"<td>$8,500,000</td>",<td>Series A</td>
690,<td>Raise Financial</td>,<td>2021</td>,<td>Mumbai</td>,<td>Financial Services</td>,<td>A better way to manage your money. Financing + Insurance + Investing + Payments + Wealth.</td>,<td>Pravin Jadhav</td>,"<td>BEENEXT, Mirae Asset Ventures</td>","<td>$22,000,000</td>",<td>Series A</td>
691,<td>Desi Hangover</td>,<td>2014</td>,<td>Mumbai</td>,<td>Apparel &amp; Fashion</td>,"<td>DesiHangover is a handcrafted, upcycled leather shoe brand that goes beyond just that.</td>","<td>Hitesh Kenjale, Lakshya Arora, Abha Agarwal</td>","<td>Social Alpha, CIIE.co, Be An Angel Network</td>","<td>$1,800,000</td>",<td></td>
692,<td>Vyapar</td>,<td>2017</td>,<td>Bangalore</td>,<td>Financial Services</td>,<td>Vyapar is the simplest and easy to use Accounting and Inventory management application.</td>,"<td>Shubham Agrawal, Sumit Agarwal</td>",<td>WestBridge Capital</td>,"<td>$30,000,000</td>",<td>Series B</td>
693,<td>MinIO</td>,<td>2014</td>,<td>Bangalore</td>,<td>Computer Software</td>,"<td>MinIO has pioneered the creation of high-performance, kubernetes-native object storage.</td>","<td>Anand Babu Periasamy, Harshavardhana, Garima Kapoor</td>","<td>SoftBank Vision Fund 2, Dell Capital, General Catalyst</td>","<td>$100,000,000</td>",<td>Series B</td>
694,<td>Growth School</td>,<td>2021</td>,<td>Bangalore</td>,<td>E-learning</td>,<td>Partner with the top 1% of instructors to create high-impact Cohort Based Courses on personal and professional growth.</td>,<td>Vaibhav Sisinty</td>,"<td>Sequoia Capital India, Owl Ventures</td>","<td>$5,000,000</td>",<td>Seed</td>
695,<td>Kissht</td>,<td>2015</td>,<td>Mumbai</td>,<td>Financial Services</td>,"<td>Kissht is a financial technology platform that enables instant, seamless credit for consumers to make purchases at digital points of sale</td>",<td>Krishnan Viswanathan</td>,"<td>Trifecta Capital, Northern Arc</td>","<td>$10,000,000</td>",<td></td>
696,<td>iMocha</td>,<td>2012</td>,<td>Pune</td>,<td>Computer Software</td>,<td>iMocha offers the most comprehensive skills assessment solutions to help enterprises hire job-fit candidates</td>,"<td>Amit Mishra, Sujit Karpe</td>",<td>Eight Roads Ventures</td>,"<td>$14,000,000</td>",<td>Series A</td>
697,<td>Our Food</td>,<td>2016</td>,<td>Hyderabad</td>,<td>Food Production</td>,<td>Democratising food processing industry ~ Farmers becoming entrepreneurs</td>,"<td>Reddy, Raghu Prasad Mulukoju, Shashikanth Menchu</td>","<td>3Lines Venture Capital, C4D Asia Fund</td>","<td>$6,000,000</td>",<td></td>
698,<td>o9 Solutions</td>,<td>2009</td>,<td>Bangalore</td>,<td>Computer Software</td>,"<td>The knowledge powered analytics, planning and learning platform for next-generation global enterprises.</td>","<td>Sanjiv Sidhu, Chakri Gottemukkala</td>","<td>General Atlantic, BeyondNetZero</td>","<td>$295,000,000</td>",<td></td>
699,<td>Hike</td>,<td>2012</td>,<td>New Delhi</td>,<td>Social Media</td>,"<td>Hike is building a new social future at the intersection of Social, Gaming &amp; Crypto.</td>",<td>Kavin Bharti Mittal</td>,<td>Polygon</td>,<td>Undisclosed</td>,<td></td>
700,<td>SuperOps.ai</td>,<td>2020</td>,<td>Chennai</td>,<td>Computer Software</td>,<td>SuperOps.ai is an early stage startup in the MSP space.</td>,<td>Arvind Parthiban</td>,"<td>Addition, Tanglin Ventures</td>","<td>$14,000,000</td>",<td>Series A</td>
701,<td>Aqgromalin</td>,<td>2020</td>,<td>Chennai</td>,<td>Farming</td>,<td>Aqgormalin is a tech driven farm diversification platform enabling farmers to diversify into Animal Husbandry and Aquaculture.</td>,"<td>Bharani CL, Prasanna Manogaran</td>","<td>Sequoia Capital India, Omnivore</td>","<td>$5,000,000</td>",<td>Pre-series A</td>
702,<td>Ekank Technologies</td>,<td>2020</td>,<td>New Delhi</td>,<td>Software</td>,<td>Vision is to create a gateway through which people can access content seamlessly without getting overwhelmed.</td>,"<td>Chandranshu, Chetan Rexwal</td>","<td>Archana Priyadarshini, Amit Jain, Amit Hooja, Deepak Jain</td>","<td>$1,000,000</td>",<td></td>
703,<td>Broomees</td>,<td>2020</td>,<td>New Delhi</td>,<td>Information Technology &amp; Services</td>,"<td>Broomees is revolutionizing the unorganized sector to bring to the customers, one curated platform for all their helper needs.</td>","<td>Vaibhav Agrawal, Saurav Kumar</td>","<td>2 AM VC, Magic Fund</td>","<td>$600,000</td>",<td></td>
704,<td>Moglix'</td>,<td>2015</td>,<td>Noida</td>,<td>Software</td>,<td>An Asia-based B2B commerce company intensively inclined towards B2B procurement of industrial supplies</td>,<td>Rahul Garg</td>,"<td>Tiger Global, Alpha Wave Global</td>","<td>$250,000,000</td>",<td>Series F</td>
705,<td>Social Swag</td>,<td>2020</td>,<td>Mumbai</td>,<td>E-learning</td>,<td>A platform for infinite possibilities with favourite celebrities</td>,"<td>Rana Daggubati, Akshay Kumar</td>","<td>IMEF, Unicorn India Ventures</td>","<td>$3,500,000</td>",<td></td>
706,<td>MoooFarm</td>,<td>2019</td>,<td>Gurgaon</td>,<td>Information Technology &amp; Services</td>,<td>Building connected commerce to lift India’s 100 million dairy farmers out of poverty and ensure nutritious milk for over billion people.</td>,"<td>Param Singh, Aashna Singh, Abhijeet Mittal, Jitesh Arora</td>","<td>Accel India, Navus Ventures</td>","<td>$2,400,000</td>",<td>Seed</td>
707,<td>Infurnia</td>,<td>2014</td>,<td>Bangalore</td>,<td>Information Technology &amp; Services</td>,<td>Infurnia is the world’s first cloud-based architecture and interior design platform created for professional users.</td>,"<td>Nikhil Kuma, Lovepreet Mann</td>","<td>Yogesh Chaudhary, Pallavi Nadhani</td>","<td>$500,000</td>",<td></td>
708,<td>Bold Finance</td>,<td>2021</td>,<td>Mumbai</td>,<td>Financial Services</td>,"<td>Building a technology and operations layer, which enables jewelers and pawnbrokers to work with multiple Banks and convert the unorganized business into an organized one with just an app.</td>","<td>Nikhil Jain, Durgesh Suthar</td>",<td>Antler India</td>,<td>Undisclosed</td>,<td>Seed</td>
709,<td>VDOC</td>,<td>2021</td>,<td>Gurgaon</td>,"<td>Health, Wellness &amp; Fitness</td>","<td>VDoc enables healthcare practitioners to offer evidence-based Care with feature-rich, data collecting, medical devices</td>","<td>Sanjeev Malhotra, Siddharth Sharma</td>",<td>Vinod K Dasari</td>,<td>Undisclosed</td>,<td>Seed</td>
710,<td>Kisanwala</td>,<td>2020</td>,<td>Hyderabad</td>,<td>Information Technology &amp; Services</td>,"<td>Helping farmers with end-to-end solutions for all farm needs by providing technology, information, inputs and support.</td>","<td>Gundala MadhuSudanReddy, Parag Modi</td>",<td></td>,"<td>$1,000,000</td>",<td></td>
711,<td>Burgerama</td>,<td>2018</td>,<td>Gurgaon</td>,<td>Food &amp; Beverages</td>,"<td>A fast-casual, made for delivery burger experience, serving authentic, International, easy-to-eat comfort food, in eco-friendly packaging!</td>","<td>Kabir Bose, Vivek Prakash, Viraaj Badhwar</td>","<td>Rishab Malik, Atul Singh</td>","<td>$700,000</td>",<td>Pre-series A</td>
712,<td>ZFW</td>,<td>2020</td>,<td>New Delhi</td>,<td>D2C</td>,<td>ZFW is India's 1st platform to help F&amp;B &amp; D2C brands scale distribution rapidly using its network of 120+ dark stores across major cities.</td>,<td>Madhav Kasturia</td>,"<td>Epigamia, Renee Cosmetics, Beardo</td>","<td>$415,000</td>",<td>Seed</td>
713,<td>PlantVita</td>,<td>2020</td>,<td>Mumbai</td>,"<td>Health, Wellness &amp; Fitness</td>",<td>PlantVita offers irresistible plant-based products with no compromise on nutrition.</td>,"<td>Anmol Choubey, Sahil Shah</td>","<td>JITO Angel Network, AIM Angel group</td>",<td>Undisclosed</td>,<td>Seed</td>
714,<td>CollegeDekho</td>,<td>2015</td>,<td>Gurgaon</td>,<td>E-learning</td>,"<td>Collegedekho.com is Student’s Partner, Friend &amp; Confidante, To Help Him Take a Decision and Move On to His Career Goals</td>",<td>Ruchir Arora</td>,"<td>Disrupt ADQ, QIC</td>",<td>$35000000</td>,<td>Series B</td>
715,<td>BOX8</td>,<td>2012</td>,<td>Mumbai</td>,<td>Food &amp; Beverages</td>,<td>India's Largest Desi Meals Brand</td>,"<td>Anshul Gupta, Amit Raj</td>",<td>Tiger Global</td>,<td>$40000000</td>,<td></td>
716,<td>Simpl</td>,<td>2015</td>,<td>Bangalore</td>,<td>Consumer Services</td>,"<td>Simpl empowers merchants to build trusted relationships with their customers one transaction at a time through one-click checkout, personalized PoS credit and intelligent loyalty rewards</td>","<td>Nitya, Chaitra Chidanand</td>","<td>Valar Ventures, IA Ventures</td>",<td>$40000000</td>,<td>Series B</td>
717,<td>8i Ventures</td>,<td>2018</td>,<td>Mumbai</td>,<td>Venture Capital &amp; Private Equity</td>,<td>8i is a Mumbai &amp; Bangalore based early stage fund that backs founders creating fintech and consumer category leaders in India.</td>,<td>Vikram Chachra</td>,<td></td>,<td>$50000000</td>,<td></td>
718,<td>PayGlocal</td>,<td>2021</td>,<td>Bangalore</td>,<td>Financial Services</td>,<td>PayGlocal is a FinTech solving for global payments acceptance</td>,"<td>Prachi Dharani, Rohit Sukhija, Yogesh Lokhande</td>",<td>Sequoia Capital India</td>,<td>$4900000</td>,<td>Series A</td>
719,<td>Curefit</td>,<td>2016</td>,<td>Bangalore</td>,"<td>Health, Wellness &amp; Fitness</td>",<td>Tata Digital-backed Curefit</td>,"<td>Mukesh Bansal, Ankit</td>",<td>Zomato</td>,<td>$145000000</td>,<td></td>
720,<td>Pocket FM</td>,<td>2018</td>,<td>Bangalore</td>,<td>OTT</td>,"<td>Pocket FM lets users discover and enjoy the greatest selection of audio content ranging from audiobooks, stories and podcasts from the most diverse creator community.</td>","<td>Rohan, Nishanth Srinivas, Prateek Dixit</td>","<td>Lightspeed, Times Group, Tanglin Venture Partners</td>",<td>$22000000</td>,<td>Series B</td>
721,<td>CHARGE+ZONE</td>,<td>2018</td>,<td>Vadodara</td>,<td>Automotive</td>,<td>CHARGE+ZONE is a tech-driven EV Charging infrastructure company specializing in B2B and B2C charging services on both dedicated and opportunity based charging using smart-grid network.</td>,<td>Kartikey Hariyani</td>,<td>Venture Catalysts</td>,<td>$10000000</td>,<td></td>
722,<td>PlanetSpark</td>,<td>2017</td>,<td>Gurugram</td>,<td>Education Management</td>,<td>PlanetSpark is building the World Leader in Communication Skills for children in the age groups of 4 to 14 years</td>,"<td>Maneesh Dhooper, Kunal Malik</td>","<td>Binny Bansal, Deep Kalra, Dr Ashish Gupta, Gokul Rajaram, Shirish Nadkarni</td>",<td>$13000000</td>,<td>Series B</td>
723,<td>LenDenClub</td>,<td>2015</td>,<td>Mumbai</td>,<td>Financial Services</td>,<td>P2P lending platform delivering high returns of up to 12% p.a. for 5 years to investors.</td>,"<td>Bhavin Patel, Dipesh Karki</td>","<td>Tuscan Ventures, Ohm Stock Brokers, Artha Venture Fund</td>",<td>$10000000</td>,<td>Series A</td>
724,<td>CometChat</td>,<td>2009</td>,<td>Mumbai</td>,<td>Computer Software</td>,"<td>Voice, video &amp; text chat SDKs, APIs &amp; Plugins for Developers.</td>","<td>Anuj, Anant Garg</td>",<td>Signal Peak Ventures</td>,<td>$10000000</td>,<td>Series A</td>
725,<td>AgroStar</td>,<td>2013</td>,<td>Pune</td>,<td>AgriTech</td>,"<td>AgroStar is one of India’s foremost AgTech start-ups, working on the mission of #HelpingFarmersWin.</td>","<td>Shardul, Sitanshu Sheth</td>","<td>Evolvence, Hero Enterprise</td>",<td>$70000000</td>,<td>Series D</td>
726,<td>Bizongo</td>,<td>2015</td>,<td>Mumbai</td>,<td>Information Technology &amp; Services</td>,<td>Bizongo is India’s largest B2B platform for made-to-order products.</td>,"<td>Sachin Agrawal, Aniket Deb, Ankit Tomar</td>",<td>Tiger Global</td>,<td>$100000000</td>,<td>Series D</td>
727,<td>Probus Insurance</td>,<td>2002</td>,<td>Mumbai</td>,<td>Insurance</td>,<td>Probus Insurance is a leading InsurTech platform in India.</td>,<td>Rakesh goyal</td>,<td>BlueOrchard Impact Investment Managers</td>,<td>$6700000</td>,<td></td>
728,<td>MoEngage</td>,<td>2014</td>,<td>Bangalore</td>,<td>Software Startup</td>,<td>Insights-led customer engagement platform for the customer-obsessed marketers &amp; product owners.</td>,"<td>Raviteja Dodda, Yashwanth Kumar</td>",<td>Steadview Capital</td>,<td>$30000000</td>,<td>Series D</td>
729,<td>CloudSEK</td>,<td>2015</td>,<td>Bangalore</td>,<td>Computer &amp; Network Security</td>,<td>AI-powered Digital Risk Monitoring platform that provides real-time visibility of cyber threats and actionable Intel.</td>,<td>Rahul Sasi</td>,<td>MassMutual Ventures</td>,<td>$7000000</td>,<td>Series A</td>
730,<td>Exponent Energy</td>,<td>2020</td>,<td>Bangalore</td>,<td>Automotive</td>,<td>Simplifying energy for EVs by building a Flexible Energy Stack.</td>,"<td>Arun Vinayak, Sanjay Byalal</td>",<td>YourNest VC</td>,<td>$5000000</td>,<td>Pre-series A</td>
731,<td>Trinkerr</td>,<td>2021</td>,<td>Bangalore</td>,<td>Capital Markets</td>,<td>Trinkerr is India's first social trading platform.</td>,"<td>Manvendra Singh, Gaurav Agarwal</td>",<td>Accel India</td>,<td>$6600000</td>,<td>Series A</td>
732,<td>Zorro</td>,<td>2021</td>,<td>Gurugram</td>,<td>Social network</td>,<td>Pseudonymous social network platform</td>,"<td>Jasveer Singh, Abhishek Asthana, Deepak Kumar</td>","<td>Vijay Shekhar Sharma, Ritesh Agarwal, Ankiti Bose</td>",<td>$32000000</td>,<td>Seed</td>
733,<td>Ultraviolette</td>,<td>2021</td>,<td>Bangalore</td>,<td>Automotive</td>,<td>Create and Inspire the future of sustainable urban transportation through Accelerated Innovation.</td>,"<td>Subramaniam Narayan, Niraj Rajmohan</td>","<td>TVS Motor, Zoho</td>",<td>$150000000</td>,<td>Series C</td>
